objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
The Castles of Burgundy: Special Edition,363622,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,115343523,8.46054,9.14384,2.8399,0,24045,thing,The Castles of Burgundy: Special Edition,1,4,120,120,70,2023,"1,2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Castles of Burgundy: The Card Game,191977,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,105817292,6.5737,6.94052,2.5629,1148,13803,thing,The Castles of Burgundy: The Card Game,1,4,60,60,30,2016,"1,2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Castles of Mad King Ludwig,155426,0,1,0,0,0,0,1,1,0,0,0,3,,,,,,81079219,7.31035,7.50072,2.6474,229,35653,thing,Castles of Mad King Ludwig,1,4,90,90,90,2014,"2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Cat in the box,324345,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320037,5.99837,7.0215,1.8696,3171,1533,thing,Cat in the box,3,4,45,45,30,2020,"3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cat in the Box: Deluxe Edition,345972,10,0,0,1,0,0,0,0,0,0,0,3,,,,,,95368554,7.11729,7.44286,2.0345,370,24048,thing,Cat in the Box: Deluxe Edition,2,5,40,40,20,2022,"3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cat Territory,411024,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,131108299,0,7.25,0,0,8,thing,Cat Territory,2,5,40,40,20,2023,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Catan: New Energies,408727,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,132202653,5.64518,6.73121,2.2667,7560,1158,thing,Catan: New Energies,3,4,90,90,90,2024,"3,4","3,4",10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Catch the Bomber,335763,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,128360882,5.54766,7.55238,2.2,13389,158,thing,Catch the Bomber,3,6,45,45,30,2021,"3,4,5,6","5,6",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Catchy!,295694,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,138746795,5.57683,6.80411,1,10675,247,thing,Catchy!,2,2,30,30,15,2019,2,2,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Cathedral of Orléans,398044,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126315686,5.5379,6.09088,1.7778,14861,321,thing,The Cathedral of Orléans,2,4,30,30,30,2023,"1,2",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
CATsle Builders,405460,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115344594,5.64024,7.53509,2.25,7709,398,thing,CATsle Builders,3,5,40,40,30,2023,"3,4,5",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Cauldron 15,351874,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126316777,5.56246,6.88108,1.5,11810,176,thing,Cauldron 15,2,5,20,20,15,2021,"2,3,4","3,4",,,,,,,,standalone,,,,,,,,,,,,,,,
Caverna: The Cave Farmers,102794,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,73090348,7.73498,7.92452,3.7756,61,48067,thing,Caverna: The Cave Farmers,1,7,210,210,30,2013,"1,2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Caylus,18602,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,73152907,7.49316,7.70489,3.7913,136,29638,thing,Caylus,2,5,150,150,60,2005,"2,3,4,5",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Caylus 1303,284818,6.8,0,0,0,0,0,0,0,1,0,0,3,,,,,,72634254,6.64881,7.4138,2.8819,1004,6869,thing,Caylus 1303,2,5,90,90,60,2019,"2,3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cellulose: A Plant Cell Biology Game,333372,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,132087853,5.87266,7.26678,2.55,4056,2099,thing,Cellulose: A Plant Cell Biology Game,1,5,90,90,45,2022,"1,2,3,4,5",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cena,445641,10,1,0,1,0,0,0,0,0,0,0,3,,,,,,132678453,0,7.54167,2,0,66,thing,Cena,3,5,30,30,30,2025,"4,5",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Century: A New World,270970,7.2,0,0,0,0,0,0,0,1,0,0,3,,,,,,72596413,6.72492,7.27476,2.1111,863,12355,thing,Century: A New World,2,4,45,45,30,2019,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Century: Big Box,382315,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115344301,5.70288,7.75406,2,0,1294,thing,Century: Big Box,2,4,45,45,30,2023,"2,3,4","3,4",8??2,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Century: Eastern Wonders,242574,7,0,0,0,0,0,0,0,1,0,0,3,,,,,,72596418,6.70965,7.10011,2.1081,886,15729,thing,Century: Eastern Wonders,2,4,45,45,30,2018,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Century: Spice Road,209685,7.5,0,0,0,0,0,1,1,0,0,0,3,,,,,,72596398,7.10702,7.29271,1.8017,378,35069,thing,Century: Spice Road,2,5,45,45,30,2017,"2,3,4,5","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Century: Spice Road ??Bonus Cards,233621,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96485071,5.70072,7.63285,1.3333,0,1434,thing,Century: Spice Road ??Bonus Cards,2,5,45,45,30,2017,"2,3,4,5",4,,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Ceres,349948,0,1,0,0,0,0,0,0,0,1,0,3,,,,,,135608442,6.07048,7.61241,3.2766,2778,1923,thing,Ceres,1,4,120,120,90,2023,"1,2,3,4",3,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
CGOB,458911,8,1,0,1,0,0,0,0,0,0,0,3,,,,,,139457679,0,6.625,0,0,4,thing,CGOB,2,5,25,25,15,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Challengers!,359970,8,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723158,6.66993,7.06076,1.7924,960,11322,thing,Challengers!,1,8,45,45,45,2022,"2,4,6,8","4,6,8",8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Challengers! Beach Cup,390340,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343794,6.37857,7.67582,2.15,1627,4084,thing,Challengers! Beach Cup,1,8,45,45,45,2023,"2,4,5,6,7,8","4,6,8",8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Chamber of Wonders,329400,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82935869,5.62086,7.07141,2,8350,942,thing,Chamber of Wonders,2,4,30,30,20,2022,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Chamber of Wonders: Clockwork Freaks,333149,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,82935875,0,6.90625,0,0,189,thing,Chamber of Wonders: Clockwork Freaks,1,6,40,40,20,2021,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Chamber of Wonders: Fair of Wonders,333084,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,82935880,0,7.16667,0,0,233,thing,Chamber of Wonders: Fair of Wonders,2,6,40,40,30,2022,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Chamber of Wonders: Travellers,333148,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,82935887,0,7.32857,0,0,207,thing,Chamber of Wonders: Travellers,1,6,40,40,20,2022,,,,,,,,,,expansion,,,,,,,,,,,,,,,
Charms,172844,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126319823,5.72768,7.27072,2.0909,5729,689,thing,Charms,3,4,60,0,60,2014,"3,4",3,10+,,,,,,,standalone,,,,,,,,,,,,,,,
Chasing Shadows,453051,10,1,0,1,0,0,0,0,0,0,0,3,,,,,,141918760,5.56074,7.70224,2,11980,200,thing,Chasing Shadows,3,5,40,40,30,2025,"3,4,5",4,,,,,,,,standalone,,,,,,,,,,,,,,,
Cheez-Tricks,407627,0,0,0,1,0,0,1,0,1,0,0,3,,,,,,126319828,5.59369,6.70152,1.5,9620,263,thing,Cheez-Tricks,2,5,40,40,30,2024,"2,3,4","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Chicago Express: Narrow Gauge & Erie Railroad Company,47400,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126211320,5.80903,7.1216,2.5143,0,2536,thing,Chicago Express: Narrow Gauge & Erie Railroad Company,2,6,60,60,60,2009,"3,4,5,6","4,5",12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Chichén Itzá,430616,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,126315146,5.54418,6.934,3,13864,162,thing,Chichén Itzá,2,4,120,120,60,2025,,,10,,,,,,,standalone,,,,,,,,,,,,,,,
Chimera,156373,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126325938,5.90091,6.95398,2.1622,3822,1882,thing,Chimera,3,3,45,45,45,2014,3,3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Chinatown,47,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,74308090,7.1105,7.44389,2.2266,374,15129,thing,Chinatown,3,5,60,60,60,1999,"4,5",5,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cho-Han Trick-Taking Game,419710,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320039,0,5.03261,3,0,105,thing,Cho-Han Trick-Taking Game,3,5,30,30,30,2024,3,3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Chocolate Factory,240567,6,0,0,0,0,0,0,0,1,0,0,3,,,,,,78326332,6.28929,7.04643,2.8556,1879,3155,thing,Chocolate Factory,1,4,90,90,45,2019,"1,2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Chomp,377449,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343945,5.91485,6.73283,1.5625,3710,3333,thing,Chomp,1,4,20,20,20,2023,"1,2,3,4",2,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Chonker Party,426242,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320041,5.49268,5.41667,1,26988,76,thing,Chonker Party,2,6,20,20,5,2024,,,,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Chroma Mix,382241,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115344292,5.59107,7.18213,2,9755,313,thing,Chroma Mix,1,4,45,45,30,2024,"1,2,3,4",4,10+,,,,,,,standalone,,,,,,,,,,,,,,,
Chronicle,54307,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126320043,6.09693,6.80164,1.9608,2650,3353,thing,Chronicle,3,6,30,30,30,2009,"3,4,5",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Chronicles of Crime,239188,8,0,0,1,0,0,0,0,0,0,0,1,,,,,,74118033,7.1593,7.53934,2.062,340,41333,thing,Chronicles of Crime,1,4,90,90,60,2018,"1,2,3",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Chronicles of Crime: Noir,249811,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81644400,6.54012,7.96496,2.0345,0,10261,thing,Chronicles of Crime: Noir,1,4,90,90,60,2018,"1,2,3,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,,,,,,,,,,,
Chronicles of Crime: Welcome to Redview,258089,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81644402,6.19315,7.60517,2,0,8190,thing,Chronicles of Crime: Welcome to Redview,1,4,90,90,30,2018,"1,2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,,,,,,,,,,,
Cinch,6912,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126325942,5.51539,6.14407,2.3333,20582,40,thing,Cinch,4,4,60,60,60,0,4,4,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Circus Corgis,277783,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,126320049,0,7.48235,1,0,72,thing,Circus Corgis,2,4,35,35,20,2020,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Citadels,478,2,0,0,0,0,0,0,0,1,0,0,1,,,,,,76101774,6.93023,7.05414,2.047,583,78972,thing,Citadels,2,8,60,60,20,2000,"2,3,4,5,6,7",5,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Citadels,205398,2,0,0,0,0,0,0,0,0,0,0,3,,,,,,141722657,6.94264,7.23113,2.0551,566,31759,thing,Citadels,2,8,60,60,30,2016,"3,4,5,6,7",5,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Citadels: The Dark City,13291,2,0,0,0,0,0,0,0,0,0,0,3,,,,,,141723368,6.58037,7.02514,2.0993,0,15333,thing,Citadels: The Dark City,2,8,60,60,60,2004,"2,3,4,5,6,7,8",5,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
City of the Great Machine,263895,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343660,6.21841,7.69247,3.6575,2147,3508,thing,City of the Great Machine,1,4,90,90,60,2023,"1,2,3,4","1,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Claim,233961,8,0,0,1,0,0,1,0,1,0,0,3,,,,,,126320059,6.46155,6.90203,1.6519,1404,12683,thing,Claim,2,2,25,25,25,2017,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Clank! In! Space!: A Deck-Building Adventure,233371,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,74118018,7.43201,7.76266,2.5816,160,23185,thing,Clank! In! Space!: A Deck-Building Adventure,2,4,90,90,45,2017,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Cleopatra and the Society of Architects: Deluxe Edition,265784,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,72634230,5.93668,7.34065,2.2105,3557,2237,thing,Cleopatra and the Society of Architects: Deluxe Edition,2,4,60,60,60,2020,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Clever Cubed,316546,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,88062991,6.71478,7.47095,2.3723,875,9113,thing,Clever Cubed,1,4,30,30,30,2020,"1,2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Click A Tree,399959,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,130658837,5.59309,6.85105,2.6667,9643,445,thing,Click A Tree,1,4,60,60,30,2025,"2,3,4",2,10+,,,,,,,standalone,,,,,,,,,,,,,,,
CloudAge,316858,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,97115915,6.4031,7.17912,2.8537,1564,6223,thing,CloudAge,1,4,100,100,60,2020,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Clumsy Room Maids,445503,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,133448145,5.5194,6.95333,1,19293,91,thing,Clumsy Room Maids,2,4,30,30,20,2025,"3,4",3,,,,,,,,standalone,,,,,,,,,,,,,,,
CMYK?��???(CMYK Ready),458868,0,1,0,1,0,0,0,0,1,0,0,3,,,,,,139374935,0,6.25,0,0,4,thing,CMYK?��???(CMYK Ready),3,4,40,40,30,2025,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Cóatl,274841,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,103026910,6.24435,6.8533,2.0303,2044,6610,thing,Cóatl,1,4,60,60,30,2020,"1,2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cóatl: The Card Game,343028,0,1,0,0,0,0,0,0,1,0,0,3,,,,,,141057193,5.56007,6.43452,1.6667,12041,749,thing,Cóatl: The Card Game,1,4,30,30,20,2022,"2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cockroach Poker Royal,129736,7,0,0,1,0,0,0,0,0,0,0,3,,,,,,72622519,6.50095,7.01713,1.1371,1316,9570,thing,Cockroach Poker Royal,2,6,25,25,15,2012,"3,4,5,6","4,5",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Cockroach Salad,32341,6,0,0,1,0,0,0,0,0,0,0,3,,,,,,72622543,5.85935,6.14075,1.1397,4162,6975,thing,Cockroach Salad,2,6,20,20,10,2007,"3,4,5,6","4,5",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Code 777,443,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,78938843,6.0752,6.70388,2.3193,2760,2889,thing,Code 777,2,5,60,60,60,1985,"3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Codenames,178900,8,0,0,1,0,0,0,0,0,0,0,3,,,,,,72608494,7.43049,7.52675,1.2569,161,177702,thing,Codenames,2,8,15,15,15,2015,"4,5,6,7,8","6,8",10+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Codenames: Duet,224037,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,74118044,7.23683,7.41122,1.3597,271,55213,thing,Codenames: Duet,2,2,30,30,15,2017,2,2,12+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Codenames: Pictures,198773,8,0,0,1,0,0,0,0,0,0,0,3,,,,,,72608519,7.0006,7.17845,1.242,490,44823,thing,Codenames: Pictures,2,8,15,15,15,2016,"4,5,6,7,8",6,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Codex Naturalis,314503,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,81489974,6.70088,7.22263,1.7651,903,12479,thing,Codex Naturalis,1,4,30,30,20,2021,"2,3,4","2,3",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Coding,308126,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,126288433,5.53086,7.74719,2,16249,88,thing,The Coding,2,4,25,25,10,2020,"2,3,4",4,8+,,,,,,,standalone,,,,,,,,,,,,,,,
Coffee Rush,377061,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343972,6.49508,7.10686,1.8,1331,10921,thing,Coffee Rush,2,4,30,30,30,2023,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Coffee Rush: Piece of Cake,411435,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126553514,5.7241,7.57641,2,0,2407,thing,Coffee Rush: Piece of Cake,2,4,30,30,30,2024,"2,3,4",3,,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Coffee Traders,325022,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126315084,6.59616,7.68139,4.2611,1102,4874,thing,Coffee Traders,2,5,150,150,120,2021,"3,4,5","4,5",14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Coimbra,245638,7.5,0,0,1,0,0,0,0,0,0,0,1,,,,,,74097024,7.2554,7.59956,3.2444,261,16778,thing,Coimbra,2,4,90,90,60,2018,"2,3,4",3,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Coimbra: Royal Treatment,264078,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,74479063,5.65387,7.27456,3.1667,0,1030,thing,Coimbra: Royal Treatment,2,4,90,90,60,2018,"3,4","3,4",,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
La Coincoinche,448250,7,1,0,1,0,0,0,0,0,0,0,3,,,,,,133643639,0,7.2,0,0,9,thing,La Coincoinche,4,4,20,20,20,2024,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Coins,373385,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,126325949,0,3.60962,1,0,15,thing,Coins,3,3,0,0,0,2022,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Coloma: Deluxe Edition,277448,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,74562546,6.07737,7.65623,3.1212,0,1838,thing,Coloma: Deluxe Edition,1,6,90,90,60,2019,"1,2,3,4,5,6","4,5",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Color Flush,378010,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,115343371,5.43201,4.65399,1.1667,29813,156,thing,Color Flush,3,6,20,20,0,2023,,"3,4",,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
?�ラ?�ギ??��?�ル??(Color Gangsters),279870,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,131130497,0,7.25,0,0,39,thing,?�ラ?�ギ??��?�ル??(Color Gangsters),3,5,30,30,15,2019,3,3,,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Colorado,366397,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,115344046,5.69982,6.96956,1.9286,6247,430,thing,Colorado,2,4,50,50,25,2023,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Coloretto,5782,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91524939,6.82034,6.98093,1.2705,726,31199,thing,Coloretto,2,5,30,30,30,2003,"2,3,4,5",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Colors of Kasane,159355,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,133474873,5.65551,6.63948,1.6875,7260,749,thing,Colors of Kasane,3,4,25,25,25,2014,"3,4","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Colossal Cat in the Box,396587,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126315626,5.7942,7.8323,2.125,4830,1156,thing,Colossal Cat in the Box,2,5,40,40,20,2024,"2,3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Colt Express,158899,6,0,0,0,0,0,0,0,1,0,0,1,,,,,,76101771,6.95246,7.09663,1.8353,555,50874,thing,Colt Express,2,6,40,40,40,2014,"3,4,5,6","5,6",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Come Sail Away!,386405,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,115343803,6.51839,7.74888,2.0833,1269,3603,thing,Come Sail Away!,1,4,25,25,25,2023,"1,2,3,4","2,3",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Comet,381078,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,127195966,5.94153,7.1699,2.1304,3524,1505,thing,Comet,2,4,75,75,45,2023,"2,3,4","3,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Compile: Main 1,406652,0,1,0,1,0,0,0,0,0,0,0,3,,,,,,139059923,6.83645,7.84561,2.3492,705,9542,thing,Compile: Main 1,2,2,30,30,20,2024,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Concept,147151,6,0,0,0,0,0,0,0,0,0,0,3,,,,,,141722739,6.58583,6.74299,1.377,1122,37064,thing,Concept,4,12,40,40,40,2013,"3,4,5,6,7,8,9,10,11,12",6,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Concordia,124361,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,73152987,7.92616,8.07784,2.9875,29,51103,thing,Concordia,2,5,100,100,100,2013,"2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Concordia Venus,256916,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,76101763,7.58304,8.25684,3.0136,103,12345,thing,Concordia Venus,2,6,120,120,60,2018,"2,3,4,5,6",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Concordia: Aegyptus / Creta,232917,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82760403,6.54632,8.2577,3,0,6976,thing,Concordia: Aegyptus / Creta,2,5,90,90,90,2017,"2,3,4","2,3",12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Concordia: Balearica / Cyprus,283177,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,82760391,6.02467,8.27855,2.8182,0,3429,thing,Concordia: Balearica / Cyprus,2,5,90,90,90,2019,"2,3,4",2,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Concordia: Britannia / Germania,165023,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82760419,6.62355,8.08883,3.0469,0,7577,thing,Concordia: Britannia / Germania,2,5,90,90,90,2014,"2,3,4,5",4,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Concordia: Gallia / Corsica,208364,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82760407,6.46886,8.21228,2.85,0,6833,thing,Concordia: Gallia / Corsica,2,5,90,90,90,2016,"2,3,4,5","2,4",12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Concordia: Salsa,181084,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,76101734,7.35254,8.30103,3.0556,0,14989,thing,Concordia: Salsa,2,5,90,90,90,2015,"2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Concordia: Solitaria,325490,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,82760393,6.46237,8.27476,2.7949,0,6426,thing,Concordia: Solitaria,1,2,60,60,30,2021,"1,2",1,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Concordia: Venus (Expansion),262711,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82760402,6.23858,8.2852,3.2143,0,4182,thing,Concordia: Venus (Expansion),2,6,120,120,60,2018,"2,3,4,5,6",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,,,,,,,,,,,
